ticket_id,timestamp,category,priority,resolution_time_hrs,customer_sentiment
TICK-105276,2025-12-13 18:23:41.211618,Billing Inquiry,Low,2.78,Negative
TICK-103859,2025-12-13 18:30:22.158609,Shipping Update,Medium,0.92,Negative
TICK-102707,2025-12-13 18:43:17.788434,Shipping Update,Low,1.01,Neutral
TICK-106052,2025-12-13 19:03:35.080392,Shipping Update,Low,0.86,Neutral
TICK-100045,2025-12-13 19:45:43.729862,Refund Request,High,1.5,Positive
TICK-108371,2025-12-13 19:52:25.699418,Technical Issue,Low,16.64,Neutral
TICK-106678,2025-12-13 21:04:38.588306,Shipping Update,High,0.77,Negative
TICK-102533,2025-12-13 21:04:43.108962,Refund Request,Low,1.38,Positive
TICK-106467,2025-12-13 23:07:30.689482,Billing Inquiry,High,4.12,Negative
TICK-109151,2025-12-13 23:12:54.232783,Refund Request,High,2.19,Neutral
TICK-109285,2025-12-13 23:54:44.501523,Shipping Update,Low,0.36,Negative
TICK-108251,2025-12-14 00:06:26.013592,Refund Request,High,1.31,Negative
TICK-109289,2025-12-14 00:37:37.051375,Shipping Update,Low,1.43,Negative
TICK-103819,2025-12-14 00:40:33.553270,Refund Request,Low,1.25,Negative
TICK-105822,2025-12-14 02:29:23.654175,Shipping Update,Low,0.64,Neutral
TICK-109476,2025-12-14 03:10:11.414586,Shipping Update,Low,1.11,Neutral
TICK-105814,2025-12-14 03:10:31.984459,Shipping Update,High,0.38,Negative
TICK-103774,2025-12-14 03:39:02.896478,Shipping Update,Low,0.49,Positive
TICK-104920,2025-12-14 03:41:21.822992,Billing Inquiry,Low,9.73,Negative
TICK-106357,2025-12-14 05:12:15.456319,Product Question,Medium,1.62,Neutral
TICK-106350,2025-12-14 06:16:40.540848,Billing Inquiry,Low,15.2,Negative
TICK-104106,2025-12-14 07:46:19.950440,Billing Inquiry,Low,4.44,Neutral
TICK-104237,2025-12-14 09:17:15.972072,Refund Request,Medium,1.74,Negative
TICK-106590,2025-12-14 09:18:39.777145,Refund Request,Low,1.83,Negative
TICK-100644,2025-12-14 10:32:41.748605,Shipping Update,Low,0.91,Negative
TICK-104020,2025-12-14 12:14:19.241868,Product Question,Medium,7.15,Negative
TICK-108847,2025-12-14 13:37:09.417022,Refund Request,Medium,2.1,Negative
TICK-106067,2025-12-14 14:24:19.550579,Billing Inquiry,Medium,7.75,Neutral
TICK-106428,2025-12-14 14:37:20.928492,Product Question,Low,5.15,Neutral
TICK-108676,2025-12-14 16:12:52.028681,Shipping Update,Medium,1.09,Neutral
TICK-101163,2025-12-14 17:41:09.637240,Shipping Update,Low,0.52,Neutral
TICK-100753,2025-12-14 21:14:49.390412,Product Question,Medium,4.57,Positive
TICK-102810,2025-12-14 22:40:26.902246,Technical Issue,Low,22.9,Neutral
TICK-104684,2025-12-14 23:33:21.910581,Shipping Update,Medium,0.66,Neutral
TICK-100232,2025-12-15 00:31:45.383028,Shipping Update,Low,1.02,Negative
TICK-105420,2025-12-15 01:21:45.446350,Refund Request,Low,2.03,Neutral
TICK-105877,2025-12-15 01:39:01.868880,Refund Request,High,2.33,Positive
TICK-103866,2025-12-15 01:46:23.914698,Shipping Update,Low,1.14,Neutral
TICK-106135,2025-12-15 01:54:51.521530,Product Question,Low,1.9,Negative
TICK-103048,2025-12-15 02:15:04.387390,Shipping Update,Medium,1.19,Negative
TICK-104815,2025-12-15 02:21:24.254184,Technical Issue,Medium,21.74,Neutral
TICK-100748,2025-12-15 02:29:52.359809,Technical Issue,Medium,18.79,Neutral
TICK-102476,2025-12-15 03:02:45.184979,Shipping Update,Medium,0.91,Positive
TICK-102045,2025-12-15 03:08:33.665517,Billing Inquiry,Medium,7.83,Positive
TICK-102774,2025-12-15 03:24:09.490437,Product Question,Low,2.46,Positive
TICK-104586,2025-12-15 03:51:02.422515,Technical Issue,High,36.11,Neutral
TICK-105598,2025-12-15 05:35:21.823475,Shipping Update,Medium,1.05,Neutral
TICK-100358,2025-12-15 05:37:15.793763,Product Question,Medium,3.41,Negative
TICK-108501,2025-12-15 06:30:42.758915,Product Question,Low,2.5,Positive
TICK-108160,2025-12-15 06:32:25.426338,Billing Inquiry,Low,4.72,Negative
TICK-109333,2025-12-15 08:47:36.127527,Shipping Update,Low,1.42,Positive
TICK-107363,2025-12-15 09:11:44.410523,Refund Request,Low,1.6,Neutral
TICK-103227,2025-12-15 09:48:58.274558,Refund Request,Low,3.3,Negative
TICK-103127,2025-12-15 10:04:24.584876,Product Question,Low,5.08,Neutral
TICK-106958,2025-12-15 11:37:13.127262,Shipping Update,Low,2.91,Negative
TICK-109616,2025-12-15 12:08:28.668063,Refund Request,Medium,3.0,Neutral
TICK-106314,2025-12-15 12:38:33.457343,Shipping Update,Low,1.55,Positive
TICK-100143,2025-12-15 13:06:16.448662,Technical Issue,Low,25.84,Negative
TICK-108462,2025-12-15 13:27:57.309581,Product Question,Medium,3.6,Negative
TICK-100840,2025-12-15 15:34:08.007904,Product Question,Low,2.94,Neutral
TICK-100408,2025-12-15 16:38:51.208812,Billing Inquiry,High,5.25,Positive
TICK-102019,2025-12-15 17:19:50.644175,Shipping Update,Low,0.61,Positive
TICK-101660,2025-12-15 17:41:49.370822,Technical Issue,Low,40.65,Neutral
TICK-101592,2025-12-15 19:06:21.859313,Technical Issue,Low,28.58,Negative
TICK-101706,2025-12-15 20:01:08.702979,Refund Request,Medium,2.62,Negative
TICK-107435,2025-12-15 20:38:17.443009,Product Question,Medium,3.37,Negative
TICK-105230,2025-12-15 21:56:22.003018,Billing Inquiry,Low,10.3,Neutral
TICK-108991,2025-12-16 00:17:55.596162,Refund Request,High,2.86,Positive
TICK-109271,2025-12-16 00:54:17.590236,Technical Issue,Low,40.02,Neutral
TICK-104542,2025-12-16 01:34:23.111080,Billing Inquiry,Low,2.41,Positive
TICK-109757,2025-12-16 01:37:23.507013,Shipping Update,Low,0.82,Positive
TICK-101382,2025-12-16 02:29:51.177265,Shipping Update,Low,2.37,Negative
TICK-106301,2025-12-16 04:05:10.077976,Shipping Update,Low,0.56,Neutral
TICK-108864,2025-12-16 04:24:32.170967,Shipping Update,Low,1.21,Negative
TICK-106258,2025-12-16 05:01:16.682092,Billing Inquiry,Low,3.35,Negative
TICK-101984,2025-12-16 05:28:34.129153,Shipping Update,Low,1.46,Negative
TICK-101014,2025-12-16 06:30:42.472843,Billing Inquiry,Medium,10.01,Negative
TICK-101634,2025-12-16 09:19:46.808940,Shipping Update,Low,0.87,Positive
TICK-102195,2025-12-16 09:34:11.049313,Shipping Update,Medium,0.77,Neutral
TICK-109566,2025-12-16 11:14:23.192379,Refund Request,Low,1.35,Negative
TICK-100001,2025-12-16 12:32:43.951172,Refund Request,Medium,1.89,Positive
TICK-101068,2025-12-16 13:01:36.873235,Billing Inquiry,Low,4.15,Neutral
TICK-103891,2025-12-16 17:34:55.938214,Shipping Update,Low,1.26,Neutral
TICK-101696,2025-12-16 17:51:49.431748,Product Question,Low,2.01,Neutral
TICK-107721,2025-12-16 18:00:10.945763,Product Question,Low,5.33,Neutral
TICK-106095,2025-12-16 18:14:46.034306,Shipping Update,High,1.34,Neutral
TICK-104610,2025-12-16 18:41:39.321993,Refund Request,Low,2.06,Neutral
TICK-104277,2025-12-16 19:10:54.293534,Shipping Update,Low,0.68,Negative
TICK-105099,2025-12-16 20:00:52.161046,Shipping Update,Low,1.03,Neutral
TICK-109266,2025-12-16 20:34:48.511815,Product Question,Low,2.72,Neutral
TICK-108325,2025-12-16 21:34:07.324585,Shipping Update,Low,1.94,Positive
TICK-106184,2025-12-16 22:14:16.070023,Shipping Update,High,0.98,Neutral
TICK-108004,2025-12-16 22:22:43.913904,Shipping Update,Low,1.67,Negative
TICK-101106,2025-12-16 22:36:00.921183,Shipping Update,Low,1.28,Negative
TICK-109473,2025-12-16 23:45:42.208245,Shipping Update,Low,0.82,Neutral
TICK-109911,2025-12-16 23:47:37.143049,Billing Inquiry,Low,7.36,Neutral
TICK-102507,2025-12-17 01:16:05.448351,Product Question,Low,4.94,Negative
TICK-103610,2025-12-17 02:09:07.578233,Shipping Update,Low,1.01,Neutral
TICK-102120,2025-12-17 02:09:46.914700,Product Question,Low,7.87,Neutral
TICK-104975,2025-12-17 03:12:52.899176,Technical Issue,Medium,13.85,Neutral
TICK-108759,2025-12-17 04:50:04.638645,Product Question,Medium,5.38,Neutral
TICK-101470,2025-12-17 06:16:25.475487,Technical Issue,Low,38.73,Negative
TICK-103083,2025-12-17 06:40:07.923592,Product Question,Low,1.92,Neutral
TICK-105869,2025-12-17 07:39:08.605984,Shipping Update,Low,0.86,Negative
TICK-102905,2025-12-17 10:08:32.021529,Refund Request,Low,2.7,Neutral
TICK-102113,2025-12-17 10:33:00.415591,Technical Issue,Medium,16.07,Negative
TICK-108256,2025-12-17 11:09:53.908994,Shipping Update,Low,1.57,Neutral
TICK-109810,2025-12-17 12:46:31.735490,Shipping Update,High,0.8,Negative
TICK-108065,2025-12-17 13:00:33.022826,Product Question,Low,3.11,Negative
TICK-100910,2025-12-17 15:00:42.596027,Billing Inquiry,Medium,4.42,Neutral
TICK-104533,2025-12-17 15:03:23.917204,Technical Issue,Low,16.89,Neutral
TICK-109481,2025-12-17 16:35:52.143345,Product Question,Medium,2.52,Neutral
TICK-106804,2025-12-17 16:49:21.380262,Product Question,Medium,2.12,Neutral
TICK-106831,2025-12-17 18:17:31.525170,Product Question,Medium,2.22,Positive
TICK-100169,2025-12-17 20:14:24.079057,Technical Issue,Low,17.75,Neutral
TICK-107488,2025-12-17 21:13:51.319486,Billing Inquiry,High,5.53,Positive
TICK-108085,2025-12-17 21:47:54.005839,Product Question,Low,3.3,Neutral
TICK-102749,2025-12-17 23:13:00.408241,Product Question,Low,2.76,Neutral
TICK-108903,2025-12-18 00:24:33.420159,Product Question,Low,3.2,Neutral
TICK-102033,2025-12-18 00:32:57.058640,Technical Issue,Medium,29.38,Positive
TICK-107008,2025-12-18 00:59:57.824090,Shipping Update,High,1.71,Negative
TICK-106277,2025-12-18 01:08:51.399140,Shipping Update,Low,0.93,Neutral
TICK-100668,2025-12-18 01:13:24.113161,Shipping Update,Medium,0.35,Negative
TICK-103907,2025-12-18 04:10:12.680844,Billing Inquiry,High,2.85,Negative
TICK-109021,2025-12-18 04:52:31.134593,Refund Request,Medium,3.81,Neutral
TICK-102309,2025-12-18 05:33:30.543327,Shipping Update,Low,1.43,Neutral
TICK-108311,2025-12-18 06:01:18.600941,Billing Inquiry,Medium,14.71,Positive
TICK-102849,2025-12-18 06:28:36.485114,Billing Inquiry,High,4.03,Positive
TICK-105403,2025-12-18 06:57:19.025837,Technical Issue,Medium,24.89,Positive
TICK-105982,2025-12-18 07:48:12.857500,Shipping Update,High,2.22,Neutral
TICK-105023,2025-12-18 08:00:36.872883,Refund Request,Low,1.05,Positive
TICK-109602,2025-12-18 08:09:59.475366,Billing Inquiry,Low,5.4,Positive
TICK-102336,2025-12-18 10:19:18.940949,Technical Issue,Low,29.32,Positive
TICK-100260,2025-12-18 10:30:28.385402,Product Question,Medium,2.07,Neutral
TICK-105065,2025-12-18 11:27:34.466881,Product Question,Low,2.76,Negative
TICK-100093,2025-12-18 12:32:25.396042,Refund Request,Low,1.75,Positive
TICK-106311,2025-12-18 12:49:27.064305,Shipping Update,Low,1.62,Positive
TICK-103194,2025-12-18 14:39:55.055283,Product Question,Low,1.62,Negative
TICK-100247,2025-12-18 15:20:03.390935,Shipping Update,Low,0.77,Positive
TICK-102323,2025-12-18 15:57:10.122941,Shipping Update,Low,1.95,Neutral
TICK-100611,2025-12-18 17:31:03.334154,Refund Request,Low,1.96,Positive
TICK-103285,2025-12-18 17:35:06.583871,Shipping Update,Low,1.82,Neutral
TICK-108857,2025-12-18 17:40:16.076805,Billing Inquiry,Low,5.27,Positive
TICK-109739,2025-12-18 18:07:55.441396,Billing Inquiry,Low,5.88,Neutral
TICK-101734,2025-12-18 19:05:16.165303,Billing Inquiry,Low,6.89,Neutral
TICK-106105,2025-12-18 20:13:13.598749,Refund Request,Low,3.06,Positive
TICK-107770,2025-12-18 20:29:33.348133,Product Question,Low,4.29,Neutral
TICK-101095,2025-12-18 21:05:50.211544,Billing Inquiry,Low,4.84,Negative
TICK-102812,2025-12-18 21:26:03.804048,Billing Inquiry,Medium,10.02,Neutral
TICK-105583,2025-12-18 22:08:25.757422,Shipping Update,Low,1.17,Positive
TICK-109402,2025-12-18 23:51:00.593002,Shipping Update,Low,0.53,Negative
TICK-107139,2025-12-19 01:03:47.994322,Product Question,Medium,5.15,Neutral
TICK-104889,2025-12-19 02:18:27.721429,Product Question,Low,3.87,Negative
TICK-102229,2025-12-19 02:37:30.889428,Refund Request,Medium,2.99,Neutral
TICK-106955,2025-12-19 04:53:51.376532,Shipping Update,Medium,0.5,Negative
TICK-105740,2025-12-19 06:01:48.831559,Billing Inquiry,Low,5.72,Neutral
TICK-108375,2025-12-19 06:06:26.127010,Shipping Update,Low,0.92,Neutral
TICK-105452,2025-12-19 07:23:21.505372,Refund Request,Low,3.96,Neutral
TICK-104790,2025-12-19 10:04:43.787458,Technical Issue,Medium,21.58,Neutral
TICK-108299,2025-12-19 11:18:48.119053,Product Question,Low,4.53,Neutral
TICK-109069,2025-12-19 12:32:18.985641,Product Question,Medium,4.01,Positive
TICK-106120,2025-12-19 13:54:44.363798,Refund Request,Low,1.91,Neutral
TICK-101446,2025-12-19 15:24:14.854155,Shipping Update,Low,0.81,Neutral
TICK-109263,2025-12-19 15:41:46.775971,Product Question,Medium,2.21,Neutral
TICK-102341,2025-12-19 16:57:40.107238,Product Question,Low,3.55,Neutral
TICK-108053,2025-12-19 16:59:53.717209,Product Question,Low,2.47,Negative
TICK-102876,2025-12-19 17:07:54.415594,Product Question,Low,2.06,Neutral
TICK-102066,2025-12-19 18:24:18.462770,Refund Request,Low,0.75,Neutral
TICK-106556,2025-12-19 19:01:02.804301,Refund Request,Low,1.92,Neutral
TICK-109304,2025-12-19 20:34:07.094789,Product Question,Low,4.47,Neutral
TICK-107132,2025-12-19 22:11:49.036822,Billing Inquiry,Low,6.34,Neutral
TICK-100154,2025-12-19 23:27:07.673496,Shipping Update,Medium,1.12,Neutral
TICK-103177,2025-12-20 00:34:44.607309,Shipping Update,Low,0.82,Negative
TICK-100285,2025-12-20 00:59:48.267908,Shipping Update,Low,0.46,Neutral
TICK-107557,2025-12-20 02:44:53.383785,Refund Request,Low,1.99,Neutral
TICK-108618,2025-12-20 03:05:02.171203,Shipping Update,Medium,1.32,Neutral
TICK-103614,2025-12-20 03:40:37.455400,Technical Issue,Low,31.66,Neutral
TICK-105050,2025-12-20 05:27:29.816115,Product Question,Medium,4.02,Positive
TICK-108615,2025-12-20 06:15:15.182310,Shipping Update,Low,0.68,Neutral
TICK-100214,2025-12-20 06:43:51.882743,Product Question,Low,2.64,Neutral
TICK-100938,2025-12-20 07:49:16.819760,Shipping Update,Low,1.1,Neutral
TICK-106020,2025-12-20 10:12:38.168701,Refund Request,Low,2.21,Positive
TICK-106232,2025-12-20 10:36:12.771379,Refund Request,Low,1.86,Neutral
TICK-106230,2025-12-20 11:54:47.199756,Shipping Update,Low,1.12,Neutral
TICK-104062,2025-12-20 13:20:55.329212,Refund Request,Low,1.37,Neutral
TICK-105981,2025-12-20 13:29:36.428551,Shipping Update,Low,1.91,Neutral
TICK-102896,2025-12-20 14:28:26.974317,Shipping Update,Low,0.43,Neutral
TICK-100473,2025-12-20 15:12:53.565685,Product Question,Low,5.18,Neutral
TICK-100654,2025-12-20 16:10:04.803281,Shipping Update,Low,2.8,Negative
TICK-108757,2025-12-20 17:26:32.103133,Product Question,Low,3.37,Neutral
TICK-100705,2025-12-20 18:13:29.652470,Shipping Update,Low,1.27,Negative
TICK-102659,2025-12-20 18:50:27.118484,Shipping Update,Low,1.25,Negative
TICK-108681,2025-12-20 18:50:54.766951,Shipping Update,Medium,1.04,Neutral
TICK-107058,2025-12-20 18:59:33.683070,Shipping Update,Medium,2.18,Neutral
TICK-102567,2025-12-20 19:11:13.319303,Shipping Update,Low,1.3,Negative
TICK-107833,2025-12-20 20:23:46.656329,Billing Inquiry,Medium,4.49,Neutral
TICK-108159,2025-12-20 21:32:17.789705,Shipping Update,Medium,0.74,Negative
TICK-107797,2025-12-20 22:53:21.160045,Refund Request,Low,1.76,Neutral
TICK-109795,2025-12-20 23:17:51.693348,Billing Inquiry,Low,8.23,Positive
TICK-101929,2025-12-20 23:27:34.955140,Product Question,Low,6.57,Neutral
TICK-101994,2025-12-20 23:55:59.306082,Technical Issue,Low,27.62,Neutral
TICK-104581,2025-12-21 01:43:20.799664,Refund Request,Low,1.35,Neutral
TICK-100798,2025-12-21 01:57:26.078413,Refund Request,Low,2.02,Neutral
TICK-107535,2025-12-21 02:10:12.505547,Technical Issue,Medium,15.61,Positive
TICK-103318,2025-12-21 02:45:18.601880,Shipping Update,High,1.57,Positive
TICK-104324,2025-12-21 02:56:51.178750,Product Question,Low,2.21,Negative
TICK-101140,2025-12-21 04:00:01.014470,Product Question,Low,2.66,Neutral
TICK-108034,2025-12-21 04:05:20.505505,Technical Issue,Low,21.06,Negative
TICK-109680,2025-12-21 05:20:38.102117,Shipping Update,Low,0.85,Neutral
TICK-109937,2025-12-21 06:50:09.675075,Refund Request,Low,2.82,Neutral
TICK-103832,2025-12-21 08:59:40.381984,Refund Request,Low,3.03,Neutral
TICK-102888,2025-12-21 09:32:07.046505,Shipping Update,Medium,0.86,Neutral
TICK-106827,2025-12-21 09:42:28.750288,Shipping Update,Low,1.0,Positive
TICK-109129,2025-12-21 10:53:05.349427,Product Question,Medium,4.47,Positive
TICK-104656,2025-12-21 12:06:39.363121,Product Question,Medium,2.64,Positive
TICK-100907,2025-12-21 12:40:42.490075,Shipping Update,Low,1.35,Neutral
TICK-100276,2025-12-21 13:32:51.857227,Billing Inquiry,Medium,5.41,Negative
TICK-103681,2025-12-21 13:37:26.750616,Refund Request,Medium,1.71,Positive
TICK-103929,2025-12-21 16:22:25.072037,Technical Issue,Medium,25.71,Neutral
TICK-109876,2025-12-21 16:31:35.543501,Product Question,Low,6.4,Neutral
TICK-108782,2025-12-21 16:44:42.964045,Product Question,Low,4.82,Neutral
TICK-105307,2025-12-21 17:19:16.777346,Shipping Update,Medium,0.71,Negative
TICK-102168,2025-12-21 17:25:59.371148,Shipping Update,Medium,0.91,Neutral
TICK-103242,2025-12-21 18:30:35.192899,Product Question,Low,1.54,Neutral
TICK-100107,2025-12-21 19:30:23.475936,Refund Request,Low,2.14,Neutral
TICK-104254,2025-12-21 19:47:01.115174,Shipping Update,Low,1.1,Neutral
TICK-104159,2025-12-21 20:28:33.337152,Billing Inquiry,Medium,5.17,Positive
TICK-104709,2025-12-21 20:32:27.869323,Billing Inquiry,Medium,4.92,Negative
TICK-102232,2025-12-21 20:58:55.794285,Product Question,Low,1.36,Negative
TICK-107415,2025-12-21 21:48:26.957119,Billing Inquiry,Medium,2.47,Neutral
TICK-104929,2025-12-21 22:03:32.381246,Shipping Update,Low,0.94,Positive
TICK-101267,2025-12-22 00:32:59.761901,Refund Request,Low,1.39,Positive
TICK-107065,2025-12-22 01:01:23.253332,Refund Request,Medium,1.37,Neutral
TICK-105422,2025-12-22 01:08:33.788151,Shipping Update,Low,1.45,Positive
TICK-101547,2025-12-22 01:09:32.707405,Refund Request,Medium,2.26,Neutral
TICK-107900,2025-12-22 02:10:35.899316,Shipping Update,Low,0.55,Positive
TICK-102004,2025-12-22 02:48:51.433561,Shipping Update,Low,0.47,Negative
TICK-102247,2025-12-22 03:11:45.590779,Refund Request,High,1.17,Negative
TICK-102738,2025-12-22 03:15:52.241367,Shipping Update,Low,1.86,Negative
TICK-105625,2025-12-22 05:01:20.400937,Refund Request,Medium,1.92,Positive
TICK-108811,2025-12-22 05:26:50.700748,Refund Request,Low,2.28,Positive
TICK-101347,2025-12-22 08:19:32.515591,Product Question,Low,4.36,Negative
TICK-108518,2025-12-22 08:21:14.857461,Product Question,Low,2.33,Neutral
TICK-101665,2025-12-22 09:28:14.687829,Refund Request,Low,1.98,Neutral
TICK-109057,2025-12-22 09:46:42.072003,Shipping Update,Low,0.96,Negative
TICK-103922,2025-12-22 11:08:19.603281,Shipping Update,Medium,0.87,Neutral
TICK-108683,2025-12-22 11:32:56.378465,Shipping Update,Low,1.39,Negative
TICK-109074,2025-12-22 12:46:10.204408,Product Question,Low,6.82,Negative
TICK-104847,2025-12-22 13:03:44.569650,Product Question,Medium,2.43,Positive
TICK-102375,2025-12-22 13:38:34.045408,Billing Inquiry,High,8.92,Neutral
TICK-104330,2025-12-22 14:35:22.935807,Billing Inquiry,Low,6.57,Negative
TICK-102024,2025-12-22 15:32:59.235403,Refund Request,Low,0.6,Neutral
TICK-106021,2025-12-22 15:35:34.422806,Shipping Update,Low,1.17,Positive
TICK-109760,2025-12-22 15:45:52.759867,Product Question,Low,1.7,Negative
TICK-103619,2025-12-22 16:12:20.248047,Product Question,Low,4.29,Negative
TICK-103348,2025-12-22 16:57:43.677779,Billing Inquiry,Low,6.56,Neutral
TICK-108639,2025-12-22 17:03:15.165001,Product Question,Low,2.34,Neutral
TICK-107999,2025-12-22 17:11:27.052473,Refund Request,Low,4.59,Neutral
TICK-109557,2025-12-22 17:58:31.311589,Refund Request,Medium,2.68,Neutral
TICK-105035,2025-12-22 18:02:41.689054,Billing Inquiry,Low,13.03,Positive
TICK-102827,2025-12-22 18:23:59.028833,Shipping Update,Low,0.98,Neutral
TICK-103265,2025-12-22 20:51:33.876078,Technical Issue,Low,52.17,Neutral
TICK-108884,2025-12-22 21:38:59.181158,Shipping Update,Medium,2.0,Negative
TICK-104305,2025-12-22 22:02:03.256447,Shipping Update,Low,0.53,Neutral
TICK-109016,2025-12-22 22:45:50.936550,Product Question,Low,1.52,Positive
TICK-107994,2025-12-23 00:57:58.930836,Refund Request,Low,1.51,Negative
TICK-104414,2025-12-23 01:26:16.999800,Shipping Update,High,1.08,Neutral
TICK-103241,2025-12-23 03:52:31.814280,Technical Issue,Low,75.6,Neutral
TICK-102655,2025-12-23 07:11:23.912111,Refund Request,Low,2.81,Neutral
TICK-108739,2025-12-23 07:19:27.413880,Product Question,Low,1.66,Neutral
TICK-103995,2025-12-23 07:41:56.730637,Refund Request,Low,2.02,Neutral
TICK-100916,2025-12-23 07:48:04.332753,Product Question,Medium,3.83,Negative
TICK-103150,2025-12-23 12:45:27.650727,Shipping Update,Low,1.4,Neutral
TICK-106015,2025-12-23 13:51:21.264613,Shipping Update,Low,0.71,Positive
TICK-107031,2025-12-23 14:38:57.384684,Shipping Update,Low,0.81,Positive
TICK-109303,2025-12-23 14:52:51.866096,Billing Inquiry,Low,2.46,Neutral
TICK-101487,2025-12-23 16:37:00.533913,Shipping Update,Low,0.49,Negative
TICK-104764,2025-12-23 17:07:11.026252,Billing Inquiry,Medium,3.36,Neutral
TICK-102357,2025-12-23 17:22:48.892656,Shipping Update,Low,1.06,Positive
TICK-108370,2025-12-23 18:13:27.328617,Billing Inquiry,Low,4.28,Positive
TICK-100190,2025-12-23 19:29:59.047593,Product Question,Medium,2.51,Neutral
TICK-106934,2025-12-23 20:06:30.442085,Billing Inquiry,Medium,7.11,Negative
TICK-108180,2025-12-23 20:47:20.633890,Shipping Update,Low,0.27,Neutral
TICK-106012,2025-12-23 20:51:53.251801,Technical Issue,Medium,25.99,Negative
TICK-104052,2025-12-23 21:38:59.501084,Refund Request,Low,2.4,Negative
TICK-101118,2025-12-23 21:43:40.832975,Billing Inquiry,Low,5.42,Positive
TICK-106510,2025-12-23 22:01:24.428017,Product Question,Low,5.58,Neutral
TICK-107141,2025-12-23 22:09:00.477392,Technical Issue,Medium,28.11,Neutral
TICK-108721,2025-12-23 22:33:42.993476,Refund Request,Low,2.16,Positive
TICK-106554,2025-12-23 23:13:43.375086,Shipping Update,Low,0.89,Negative
TICK-101741,2025-12-24 00:47:00.623807,Shipping Update,Low,0.93,Negative
TICK-109409,2025-12-24 01:07:26.694833,Shipping Update,Medium,1.72,Negative
TICK-109414,2025-12-24 01:12:46.844574,Product Question,Low,1.84,Neutral
TICK-107588,2025-12-24 01:37:23.420508,Shipping Update,Low,1.17,Negative
TICK-109132,2025-12-24 01:51:11.304969,Shipping Update,High,1.1,Negative
TICK-100772,2025-12-24 02:01:52.339134,Shipping Update,High,1.29,Negative
TICK-100464,2025-12-24 02:51:16.553418,Shipping Update,Medium,0.96,Negative
TICK-104825,2025-12-24 04:18:09.764255,Shipping Update,Medium,1.1,Neutral
TICK-104563,2025-12-24 04:19:37.395904,Refund Request,Low,2.18,Neutral
TICK-108880,2025-12-24 04:53:21.751791,Refund Request,Low,0.84,Neutral
TICK-107984,2025-12-24 05:23:50.580526,Shipping Update,Low,1.1,Neutral
TICK-102049,2025-12-24 06:38:02.281169,Shipping Update,Low,1.06,Neutral
TICK-108408,2025-12-24 06:57:35.055704,Refund Request,Medium,1.56,Negative
TICK-107916,2025-12-24 09:26:51.766214,Product Question,Low,2.69,Negative
TICK-109084,2025-12-24 10:11:29.646955,Refund Request,Low,3.47,Neutral
TICK-105595,2025-12-24 10:34:48.950746,Shipping Update,Low,0.5,Neutral
TICK-104532,2025-12-24 11:19:22.419411,Shipping Update,Low,1.22,Neutral
TICK-107119,2025-12-24 11:43:54.750301,Shipping Update,Low,1.32,Positive
TICK-108728,2025-12-24 12:13:08.060109,Product Question,Low,3.54,Negative
TICK-106718,2025-12-24 12:49:55.729801,Shipping Update,Medium,2.01,Negative
TICK-106134,2025-12-24 13:33:22.872078,Shipping Update,Low,0.73,Neutral
TICK-108058,2025-12-24 13:33:26.802616,Technical Issue,Low,25.82,Negative
TICK-106930,2025-12-24 14:21:35.130897,Product Question,High,2.19,Neutral
TICK-104508,2025-12-24 15:56:06.826396,Shipping Update,Low,1.3,Negative
TICK-108110,2025-12-24 17:16:37.940676,Shipping Update,Medium,0.68,Positive
TICK-107350,2025-12-24 17:20:29.747290,Technical Issue,Low,16.64,Negative
TICK-109036,2025-12-24 18:00:25.975593,Shipping Update,Low,1.01,Negative
TICK-101824,2025-12-24 18:05:16.534611,Billing Inquiry,Low,5.35,Neutral
TICK-106779,2025-12-24 18:34:37.046128,Product Question,Low,2.81,Positive
TICK-106922,2025-12-24 19:55:57.850804,Product Question,Medium,3.57,Neutral
TICK-100884,2025-12-24 20:42:01.718527,Shipping Update,Low,1.31,Negative
TICK-107083,2025-12-24 21:02:51.333350,Billing Inquiry,Low,3.85,Negative
TICK-105016,2025-12-24 22:02:34.961466,Technical Issue,Medium,10.34,Positive
TICK-100790,2025-12-24 22:13:08.299551,Billing Inquiry,Medium,5.94,Neutral
TICK-100537,2025-12-24 23:01:47.112473,Shipping Update,Low,0.86,Neutral
TICK-108662,2025-12-25 01:00:14.620142,Billing Inquiry,Low,6.88,Neutral
TICK-108087,2025-12-25 01:01:55.247151,Shipping Update,Low,0.9,Positive
TICK-108054,2025-12-25 01:14:57.905319,Technical Issue,Medium,19.35,Positive
TICK-102950,2025-12-25 01:43:32.871465,Shipping Update,Low,1.62,Neutral
TICK-104045,2025-12-25 03:05:19.888373,Billing Inquiry,Low,4.24,Neutral
TICK-105892,2025-12-25 04:45:06.476253,Shipping Update,Medium,0.57,Positive
TICK-101972,2025-12-25 05:30:00.050918,Billing Inquiry,Medium,6.5,Positive
TICK-107215,2025-12-25 05:56:44.432759,Billing Inquiry,Medium,6.26,Neutral
TICK-105091,2025-12-25 06:51:14.819934,Billing Inquiry,Medium,3.77,Positive
TICK-104100,2025-12-25 06:58:33.176458,Technical Issue,Low,13.17,Neutral
TICK-104928,2025-12-25 07:33:35.866571,Technical Issue,Medium,14.32,Neutral
TICK-103407,2025-12-25 08:52:45.905050,Shipping Update,High,1.05,Positive
